Customer_Id,Customer_Name,Gender,Age,Location,Customer_Join_Date,Customer_Join_Year,Loyalty_Status
220,Louis Atkins,Male,33,East Leslie,8/28/2022,2022,Gold
221,Theresa Wright,Male,50,Lake Andreaport,5/20/2019,2019,Gold
222,Brandy Hale,Male,45,Smithton,3/19/2022,2022,Silver
223,Michelle Mitchell,Female,69,East Jonathan,10/24/2020,2020,Silver
224,Lawrence Chang,Female,58,Johnburgh,2/19/2019,2019,Bronze
225,George Hunter,Female,56,Curtisview,9/19/2019,2019,Gold
226,Lisa Huynh,Male,70,Carlsontown,8/29/2019,2019,Bronze
227,Douglas Williams,Female,34,New Samanthashire,8/31/2022,2022,Bronze
228,Kristina Curtis,Male,29,Jeffreyville,12/8/2021,2021,Gold
229,Gabriel Gross,Male,22,Alanport,8/25/2019,2019,Bronze
230,Brian Ray,Female,53,Mistyville,7/8/2018,2018,Bronze
231,Jennifer James,Female,36,Jeanstad,11/9/2021,2021,Bronze
232,Kristie Romero,Male,23,North Ricardo,7/26/2021,2021,Gold
233,Scott Kemp,Male,69,Charlesborough,6/10/2022,2022,Silver
234,Elaine Arroyo,Female,34,Melissafort,7/1/2021,2021,Silver
235,Timothy Bishop,Female,32,New Andreahaven,10/5/2020,2020,Silver
236,Wendy Wall,Male,39,Adrianbury,6/28/2022,2022,Bronze
237,James Ward,Female,67,West Sabrina,7/6/2019,2019,Silver
238,Jesse Boyer,Male,57,Lake Ninaville,6/1/2018,2018,Gold
239,Melissa Flores,Female,67,Johnsonshire,9/19/2018,2018,Silver
240,Michael Mcdonald,Male,38,Crossmouth,10/18/2020,2020,Bronze
241,Charles Martinez,Male,25,Brownland,7/14/2018,2018,Bronze
242,Jessica Wright,Male,48,Lake Brittanyborough,2/22/2020,2020,Silver
243,Benjamin Butler,Male,67,Fletchermouth,9/2/2021,2021,Gold
244,Samuel Lopez,Female,47,East Adamview,1/3/2023,2023,Gold
245,Laura Fox,Female,26,North Hannah,2/5/2020,2020,Silver
246,David Foley,Male,51,West Christopherland,6/7/2019,2019,Gold
247,Victoria Campos,Female,27,Samanthashire,9/25/2020,2020,Bronze
248,Jaclyn Williamson,Male,23,Port Jenniferburgh,10/1/2020,2020,Silver
249,James Berry,Male,63,Dianebury,12/17/2020,2020,Gold
250,Megan Vasquez,Male,48,Clarktown,2/23/2022,2022,Bronze
251,James Moss,Female,20,West Briannamouth,12/20/2020,2020,Silver
252,Timothy Silva,Male,20,Sheilaville,8/11/2020,2020,Gold
253,Karen Lynch,Male,36,Woodwardhaven,10/27/2020,2020,Gold
254,Sandra Alexander,Female,47,Port Renee,9/5/2018,2018,Gold
255,Charles Mccann,Male,32,Lake Suzanne,8/24/2020,2020,Silver
256,William Doyle,Female,35,South Courtney,5/2/2022,2022,Bronze
257,Justin Webster,Male,60,Rangelview,5/3/2022,2022,Bronze
258,Brian Lewis,Male,33,Brandonmouth,8/19/2020,2020,Bronze
259,Anna Hancock,Male,57,Yvonneburgh,2/25/2023,2023,Bronze
260,Kevin Espinoza,Male,54,Bridgetbury,7/12/2019,2019,Bronze
261,Rachel Bennett,Male,51,Gonzalesland,10/11/2022,2022,Gold
262,Karen Mullen,Female,59,East Blake,7/25/2018,2018,Gold
263,Anna Webb,Female,46,Pamelaville,7/2/2020,2020,Gold
264,Krystal Romero,Female,47,Sanchezton,3/20/2022,2022,Gold
265,Jonathan Snyder,Female,53,South John,9/5/2021,2021,Bronze
266,Lisa Smith,Male,68,Brownstad,6/22/2021,2021,Silver
267,Todd Coleman,Male,23,West Daniel,8/13/2021,2021,Gold
268,Luis Harris,Male,66,Shawnhaven,1/19/2018,2018,Silver
269,Karl Mccormick,Female,19,Floydport,4/3/2019,2019,Silver
270,Cory Delgado,Female,70,New Christinatown,2/16/2020,2020,Gold
271,Carol Williamson,Female,57,Port Jenniferville,7/28/2022,2022,Gold
272,Michael Reed,Female,26,Timothyburgh,1/25/2018,2018,Gold
273,Maria Pennington,Male,30,Deleonview,8/16/2022,2022,Bronze
274,Jessica Petersen,Male,22,West Cindyfurt,11/8/2019,2019,Silver
275,Candace Hoover,Female,20,Ramirezville,1/6/2019,2019,Bronze
276,Lisa Daniels,Male,70,Danaview,7/2/2020,2020,Bronze
277,Erika Meadows,Male,22,Karafurt,9/1/2022,2022,Gold
278,James Kelly,Female,33,Paulbury,9/9/2020,2020,Gold
279,Craig Richardson,Female,36,West Thomas,4/28/2019,2019,Gold
280,Katherine Weaver,Male,52,Grahamshire,7/9/2021,2021,Gold
281,Amber Gallagher,Male,61,Russellville,7/25/2020,2020,Gold
282,Steven Brown,Female,20,Mullinsburgh,8/30/2019,2019,Gold
283,Karen Santiago,Male,67,Lake Jessicaport,1/13/2020,2020,Gold
284,Tina Johnson,Male,36,North Jared,11/18/2020,2020,Silver
285,Amy Smith,Female,46,Cynthiaside,12/29/2017,2017,Silver
286,George Evans,Female,19,Caitlinland,3/9/2022,2022,Silver
287,David Shepherd,Female,68,Jessemouth,6/27/2022,2022,Bronze
288,Michael Tucker,Female,64,Williamschester,10/15/2020,2020,Gold
289,Tanya Mills,Female,28,West Shannonborough,10/22/2019,2019,Gold
290,Leah Smith,Female,39,West Christopherbury,3/8/2022,2022,Gold
291,Courtney Levine,Male,64,Garciaview,10/31/2020,2020,Silver
292,Sandra Frederick,Female,22,Wallaceburgh,1/1/2021,2021,Gold
293,Jared Craig,Male,21,New Amber,7/11/2019,2019,Silver
294,Linda Bates,Male,31,Jamietown,1/22/2021,2021,Bronze
295,Felicia Hunt,Male,60,Moralestown,4/22/2021,2021,Silver
296,Michele Campbell,Female,27,Dunnport,11/4/2022,2022,Bronze
297,Luis Mayer,Male,50,Warrenhaven,12/17/2018,2018,Silver
298,Victoria Jackson,Female,33,Samanthaport,8/27/2019,2019,Silver
299,Robert Clark,Female,60,West Ashley,4/8/2018,2018,Bronze
300,Amanda Wells,Female,44,Florestown,9/28/2020,2020,Bronze
301,Kristopher Bartlett,Male,67,Wagnerfort,7/14/2020,2020,Gold
302,Devin Estrada,Female,46,West Kristyburgh,12/21/2017,2017,Bronze
303,Melissa Dean,Female,63,West Keith,3/12/2023,2023,Gold
304,Ryan Moses,Female,60,Shawnport,4/1/2019,2019,Gold
305,Emily Farmer,Male,63,Matthewland,8/13/2020,2020,Silver
306,Brandon Butler,Male,66,East William,5/31/2022,2022,Silver
307,Erin Fitzgerald,Female,47,East Keithborough,11/30/2020,2020,Silver
308,Andrew Sanchez,Male,43,East Jacquelineshire,7/2/2020,2020,Gold
309,Garrett Simmons,Male,36,Jenniferfurt,2/7/2018,2018,Bronze
310,Kyle Glover,Male,33,New Jillian,6/9/2022,2022,Gold
311,Peggy Davis,Male,42,Osborneville,1/6/2022,2022,Silver
312,Felicia Sharp,Male,53,North Rodneyland,10/10/2019,2019,Silver
313,Anna Johnson,Female,61,Johnview,5/27/2021,2021,Silver
314,Lynn Shaffer,Male,41,North Mario,10/6/2019,2019,Bronze
315,Sierra Gordon,Male,57,North Michellefurt,8/31/2020,2020,Bronze
316,Kristen Ray,Male,21,Walkerside,7/15/2018,2018,Silver
317,Colin Reeves,Female,65,Williamsside,6/14/2018,2018,Silver
318,Travis Murphy,Female,55,Kimberlyhaven,4/20/2021,2021,Gold
319,Keith Hart,Female,63,Lake Christopher,11/8/2022,2022,Silver
320,Tony Yates,Female,31,Burnettshire,1/23/2018,2018,Bronze
321,Andrew Clark,Male,48,Port John,8/21/2021,2021,Gold
322,Marissa Lopez,Male,63,West Cameronville,1/5/2023,2023,Silver
323,Annette Ramirez,Male,70,Lake Reneeshire,9/19/2021,2021,Silver
324,Randall Brown,Female,65,New Kathleen,4/13/2018,2018,Gold
325,Sean Young,Female,26,West Codytown,10/12/2022,2022,Bronze
326,Robyn Maynard,Female,60,Turnerside,12/31/2020,2020,Gold
327,Aaron Fitzpatrick,Female,61,Port Mark,3/1/2019,2019,Silver
328,Mark Rowe,Male,44,East Laura,12/28/2017,2017,Silver
329,Derrick Powell,Male,67,North Jennifer,11/13/2021,2021,Bronze
330,Tanya Pham,Male,55,Valerieberg,1/6/2020,2020,Bronze
331,Aimee Walker,Male,25,Huntermouth,10/30/2020,2020,Bronze
332,Ryan Wheeler,Male,30,New Jeffrey,4/16/2020,2020,Silver
333,Jonathan Hayes,Male,69,New Melissaland,1/27/2018,2018,Silver
334,James Murphy,Female,56,Alisonland,4/15/2022,2022,Silver
335,Eric Holt,Female,33,Alyssamouth,1/14/2021,2021,Silver
336,Lindsay Wilson,Female,38,Meyerborough,1/9/2020,2020,Silver
337,Paul Camacho,Female,36,New Adamstad,10/10/2020,2020,Gold
338,Daniel Love,Female,33,Antonioburgh,3/17/2020,2020,Gold
339,Keith Henderson,Male,64,Jefferyport,4/29/2019,2019,Gold
340,Julie Silva,Female,41,Port Kennethtown,9/28/2018,2018,Bronze
341,Shane Castillo,Female,52,New Joseph,3/29/2018,2018,Silver
342,Jeremiah Barnes,Male,34,Summersberg,2/21/2021,2021,Bronze
343,Stephanie Moore,Female,70,Higginsfort,8/14/2022,2022,Bronze
344,Steve Lowe,Female,19,Port Matthewport,1/7/2020,2020,Gold
345,Heather Jackson,Female,41,Hamiltonland,1/12/2021,2021,Gold
346,Stanley Wallace,Female,32,North Joseview,5/23/2020,2020,Gold
347,Christopher Hall,Female,38,New Ianburgh,7/14/2018,2018,Bronze
348,Cameron Peterson,Female,22,Harmonborough,11/25/2019,2019,Bronze
349,Samantha Haynes,Male,20,Galvanside,5/3/2019,2019,Bronze
350,Anthony Horton,Male,65,South Reginald,10/19/2022,2022,Bronze
351,Joseph Glover,Male,44,Lake Paulfort,6/5/2022,2022,Silver
352,Dennis Cabrera,Male,54,Port Michaelbury,5/3/2019,2019,Bronze
353,Elizabeth Wheeler,Female,60,West Veronica,10/30/2021,2021,Silver
354,Lisa Riggs,Male,26,Stephenview,8/5/2019,2019,Bronze
355,Sharon Patel,Female,20,Laraborough,10/11/2020,2020,Silver
356,Maria Odonnell,Male,52,Port Rebeccahaven,10/15/2020,2020,Bronze
357,Johnny Martin,Female,21,Dennismouth,1/3/2023,2023,Silver
358,Jack Riley,Female,52,South Lisa,5/24/2018,2018,Silver
359,Jacqueline Wise,Female,50,Hortonburgh,3/15/2019,2019,Silver
360,Nathaniel Krause,Male,63,New Adriana,8/18/2022,2022,Gold
361,Kelli Williams,Male,67,South Dawnchester,8/23/2021,2021,Gold
362,Melissa Brown,Male,66,Nicholashaven,1/24/2018,2018,Silver
363,Karen Olson,Female,58,Lake Robertfort,5/10/2018,2018,Silver
364,Crystal Rich,Male,42,Scottburgh,10/8/2019,2019,Silver
365,Amber Wagner,Female,68,Briantown,6/18/2019,2019,Bronze
366,Aimee Lewis,Female,57,Silvaborough,8/5/2019,2019,Silver
367,Samantha Rubio,Female,45,West Joshua,12/18/2018,2018,Bronze
368,James Williams,Female,70,West Kristenland,6/17/2022,2022,Silver
369,William Wood,Male,68,Heathmouth,8/11/2022,2022,Gold
370,Michael George,Male,60,Flemingbury,12/18/2018,2018,Gold
371,James Gomez,Male,27,Annaport,10/3/2019,2019,Silver
372,James Friedman,Male,22,Kellyborough,4/28/2019,2019,Bronze
373,Jason Lowe,Female,59,Wendybury,8/29/2018,2018,Gold
374,Brian Ayala,Female,52,Craigton,4/8/2018,2018,Gold
375,Dana Brown,Male,53,South Joseph,11/20/2020,2020,Bronze
376,Jamie Smith,Female,28,West Christinafurt,6/15/2020,2020,Silver
377,Carlos Hill,Male,57,North Lisaburgh,1/7/2023,2023,Silver
378,Diana Brown,Female,66,Port Robin,11/21/2022,2022,Silver
379,Michael Grant,Male,64,North Nicholashaven,6/12/2022,2022,Silver
380,Andrea Evans,Female,54,North Emilyberg,10/1/2017,2017,Silver
381,Courtney Miller,Male,38,Mitchellchester,12/10/2017,2017,Bronze
